"group","@id","rfds:label","rdfs:comment","rdfs:label.zh-cn","rdfs:comment.zh-cn"
"property","http://schema.org/targetName",,"The name of a node in an established educational framework.",,
"property","http://schema.org/targetPlatform",,"Type of app development: phone, Metro style, desktop, XBox, etc.",,
"property","http://schema.org/targetProduct",,"Target Operating System / Product to which the code applies.  If applies to several versions, just the product name can be used.",,
"property","http://schema.org/targetUrl",,"The URL of a node in an established educational framework.",,
"property","http://schema.org/taxID",,"The Tax / Fiscal ID of the organization or person, e.g. the TIN in the US or the CIF/NIF in Spain.","报税号码","组织或个人 的报税号码"
"property","http://schema.org/telephone",,"The telephone number.","电话","电话号码"
"property","http://schema.org/temporal",,"The range of temporal applicability of a dataset, e.g. for a 2011 census dataset, the year 2011 (in ISO 8601 time interval format).",,
"property","http://schema.org/temporalCoverage",,"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In
      the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.
      Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".",,
"property","http://schema.org/text",,"The textual content of this CreativeWork.","文本","作品的文本内容"
"property","http://schema.org/thumbnail",,"Thumbnail image for an image or video.","缩略图","缩略图"
"property","http://schema.org/thumbnailUrl",,"A thumbnail image relevant to the Thing.","缩略图URL","缩略图URL"
"property","http://schema.org/tickerSymbol",,"The exchange traded instrument associated with a Corporation object. The tickerSymbol is expressed as an exchange and an instrument name separated by a space character. For the exchange component of the tickerSymbol attribute, we reccommend using the controlled vocaulary of Market Identifier Codes (MIC) specified in ISO15022.","股票代码","股票代码"
"property","http://schema.org/ticketNumber",,"The unique identifier for the ticket.",,
"property","http://schema.org/ticketToken",,"Reference to an asset (e.g., Barcode, QR code image or PDF) usable for entrance.",,
"property","http://schema.org/ticketedSeat",,"The seat associated with the ticket.",,
"property","http://schema.org/timeRequired",,"Approximate or typical time it takes to work with or through this learning resource for the typical intended target audience, e.g. 'P30M', 'P1H25M'.","需要时间预估","观看，使用 或 学习 一个作品需要的时间预估"
"property","http://schema.org/title",,"The title of the job.","职称","工作的职称"
"property","http://schema.org/toLocation",,"A sub property of location. The final location of the object or the agent after the action.",,
"property","http://schema.org/totalPaymentDue",,"The total amount due.",,
"property","http://schema.org/totalPrice",,"The total price for the reservation or ticket, including applicable taxes, shipping, etc.",,
"property","http://schema.org/totalTime",,"The total time it takes to prepare and cook the recipe, in <a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 duration format</a>.","总时间","准备一个菜谱需要的总时间"
"property","http://schema.org/track",,"A music recording (track)&#x2014;usually a single song. If an ItemList is given, the list should contain items of type MusicRecording.","音轨","一条音轨，通常是一个曲目"
"property","http://schema.org/trackingNumber",,"Shipper tracking number.",,
"property","http://schema.org/trackingUrl",,"Tracking url for the parcel delivery.",,
"property","http://schema.org/tracks",,"A music recording (track)&#x2014;usually a single song.","音轨","音轨"
"property","http://schema.org/trailer",,"The trailer of a movie or tv/radio series, season, episode, etc.","预告片","电影或电视剧的预报片"
"property","http://schema.org/trainName",,"The name of the train (e.g. The Orient Express).",,
"property","http://schema.org/trainNumber",,"The unique identifier for the train.",,
"property","http://schema.org/transFatContent",,"The number of grams of trans fat.","反式脂肪含量","反式脂肪含量"
"property","http://schema.org/transcript",,"If this MediaObject is an AudioObject or VideoObject, the transcript of that object.","字幕","字幕"
"property","http://schema.org/translator",,"Organization or person who adapts a creative work to different languages, regional differences and technical requirements of a target market, or that translates during some event.",,
"property","http://schema.org/typeOfBed",,"The type of bed to which the BedDetail refers, i.e. the type of bed available in the quantity indicated by quantity.",,
"property","http://schema.org/typeOfGood",,"The product that this structured value is referring to.",,
"property","http://schema.org/typicalAgeRange",,"The typical expected age range, e.g. '7-9', '11-'.","年龄范围","作品受众的年龄范围"
"property","http://schema.org/underName",,"The person or organization the reservation or ticket is for.",,
